Filename,P_BEAM_WIDTH,P_EN,P_EVALUATION,P_QUEUE_SIZE,P_SLICE,P_SN,P_THRESHOLD,Result Size,Execution Time (sec),Used pmode=2
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN4_EN12_202603d_063724.txt,262144,12,3,,2,4,24,72,51.106,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN2_EN11_202603d_050251.txt,262144,11,3,,2,2,20,67,51.137,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN7_EN15_202603d_021439.txt,262144,15,3,,1,7,20,70,51.164,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN7_EN14_202603d_061930.txt,262144,14,3,,2,7,22,76,51.169,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN7_EN14_202603d_041959.txt,262144,14,3,,2,7,16,72,51.242,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN6_EN13_202603d_041225.txt,262144,13,3,,2,6,16,69,51.299,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN4_EN14_202603d_035957.txt,262144,14,3,,2,4,16,69,51.33,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN7_EN10_202603d_012615.txt,262144,10,3,,1,7,18,67,51.332,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN2_EN15_202603d_042802.txt,262144,15,3,,2,2,18,66,51.446,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN3_EN10_202603d_062827.txt,262144,10,3,,2,3,24,68,51.56,False
result_SN2_EN10_SLICE1_BEAM_WIDTH262144_THRESHOLD24_EVALUATION2_202603d_220246.txt,262144,10,2,,1,2,24,70,51.589,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN6_EN11_202603d_041016.txt,262144,11,3,,2,6,16,74,51.603,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD18_SN4_EN12_202603d_233247.txt,262144,12,1,,1,4,18,69,51.629,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN3_EN11_202603d_043020.txt,262144,11,3,,2,3,18,68,51.672,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN2_EN11_202603d_054328.txt,262144,11,3,,2,2,22,72,51.811,False
result_SN2_EN12_SLICE32_BEAM_WIDTH262144_THRESHOLD20_EVALUATION2_202603d_225013.txt,262144,12,2,,32,2,20,83,51.832,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN3_EN11_202603d_062930.txt,262144,11,3,,2,3,24,69,51.854,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN5_EN10_202603d_044239.txt,262144,10,3,,2,5,18,71,51.857,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN4_EN11_202603d_051647.txt,262144,11,3,,2,4,20,71,51.868,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN7_EN11_202603d_065526.txt,262144,11,3,,2,7,24,75,51.903,False
result_SN5_EN10_SLICE1_BEAM_WIDTH262144_THRESHOLD22_202603d_212957.txt,262144,10,,,1,5,22,76,51.903,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN3_EN10_202603d_001304.txt,262144,10,3,,1,3,16,65,51.921,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN6_EN11_202603d_020347.txt,262144,11,3,,1,6,20,71,51.942,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN6_EN12_202603d_012134.txt,262144,12,3,,1,6,18,69,52.061,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN7_EN12_202603d_033622.txt,262144,12,3,,1,7,24,75,52.064,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN5_EN13_202603d_015928.txt,262144,13,3,,1,5,20,65,52.177,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN7_EN15_202603d_004713.txt,262144,15,3,,1,7,16,68,52.267,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN4_EN11_202603d_063620.txt,262144,11,3,,2,4,24,74,52.324,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN6_EN15_202603d_020806.txt,262144,15,3,,1,6,20,69,52.34,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN7_EN13_202603d_053905.txt,262144,13,3,,2,7,20,76,52.346,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN4_EN11_202603d_043709.txt,262144,11,3,,2,4,18,72,52.388,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN6_EN11_202603d_044959.txt,262144,11,3,,2,6,18,68,52.464,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN4_EN12_202603d_015057.txt,262144,12,3,,1,4,20,66,52.52,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN5_EN12_202603d_235058.txt,262144,12,1,,1,5,20,69,52.56,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN2_EN10_202603d_050145.txt,262144,10,3,,2,2,20,69,52.585,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN5_EN13_202603d_024129.txt,262144,13,3,,1,5,22,69,52.588,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN7_EN12_202603d_053755.txt,262144,12,3,,2,7,20,75,52.597,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN4_EN12_202603d_035739.txt,262144,12,3,,2,4,16,75,52.655,False
result_SN2_EN10_SLICE1_BEAM_WIDTH262144_THRESHOLD24_EVALUATION1_202603d_220137.txt,262144,10,1,,1,2,24,69,52.669,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN5_EN11_202603d_064233.txt,262144,11,3,,2,5,24,71,52.68,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN3_EN13_202603d_051209.txt,262144,13,3,,2,3,20,69,52.694,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN5_EN13_202603d_052545.txt,262144,13,3,,2,5,20,73,52.698,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN5_EN11_202603d_023907.txt,262144,11,3,,1,5,22,66,52.75,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN3_EN10_202603d_050837.txt,262144,10,3,,2,3,20,69,52.876,False
result_SN4_EN10_SLICE1_BEAM_WIDTH262144_THRESHOLD22_202603d_212350.txt,262144,10,,,1,4,22,80,52.876,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN4_EN11_202603d_002113.txt,262144,11,3,,1,4,16,66,52.878,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN2_EN13_202603d_050511.txt,262144,13,3,,2,2,20,70,52.92,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN3_EN13_202603d_043239.txt,262144,13,3,,2,3,18,72,52.968,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN6_EN10_202603d_064815.txt,262144,10,3,,2,6,24,78,53.024,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN5_EN12_202603d_015822.txt,262144,12,3,,1,5,20,67,53.029,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN5_EN10_202603d_052222.txt,262144,10,3,,2,5,20,75,53.074,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN4_EN15_202603d_060125.txt,262144,15,3,,2,4,22,69,53.076,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN4_EN14_202603d_060019.txt,262144,14,3,,2,4,22,74,53.091,False
result_SN2_EN12_SLICE3_BEAM_WIDTH262144_THRESHOLD24_EVALUATION2_202603d_224807.txt,262144,12,2,,3,2,24,79,53.098,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN4_EN11_202603d_055658.txt,262144,11,3,,2,4,22,72,53.134,False
result_BEAM_WIDTH262144_SLICE1_THRESHOLD20_SN2_EN10_EVALUATION3_202603d_000218.txt,262144,10,3,,1,2,20,64,53.146,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN5_EN15_202603d_024351.txt,262144,15,3,,1,5,22,64,53.165,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN4_EN13_202603d_023425.txt,262144,13,3,,1,4,22,65,53.179,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN2_EN12_202603d_000831.txt,262144,12,3,,1,2,16,72,53.192,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN3_EN14_202603d_063257.txt,262144,14,3,,2,3,24,73,53.204,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN6_EN10_202603d_024458.txt,262144,10,3,,1,6,22,70,53.215,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN6_EN10_202603d_052916.txt,262144,10,3,,2,6,20,77,53.218,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN3_EN11_202603d_030719.txt,262144,11,3,,1,3,24,62,53.251,False
result_SN2_EN12_SLICE1_BEAM_WIDTH262144_THRESHOLD20_EVALUATION1_202603d_222840.txt,262144,12,1,,1,2,20,70,53.286,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN3_EN15_202603d_055449.txt,262144,15,3,,2,3,22,71,53.304,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN2_EN11_202603d_042322.txt,262144,11,3,,2,2,18,72,53.383,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN4_EN15_202603d_052112.txt,262144,15,3,,2,4,20,74,53.452,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN3_EN11_202603d_050946.txt,262144,11,3,,2,3,20,74,53.527,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN4_EN15_202603d_031949.txt,262144,15,3,,1,4,24,65,53.59,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN7_EN15_202603d_013156.txt,262144,15,3,,1,7,18,71,53.637,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN7_EN13_202603d_021233.txt,262144,13,3,,1,7,20,70,53.697,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN4_EN10_202603d_035518.txt,262144,10,3,,2,4,16,69,53.709,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN5_EN15_202603d_052808.txt,262144,15,3,,2,5,20,75,53.792,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN3_EN12_202603d_001515.txt,262144,12,3,,1,3,16,65,53.853,False
result_SN2_EN10_SLICE64_BEAM_WIDTH262144_THRESHOLD20_EVALUATION2_202603d_222326.txt,262144,10,2,,64,2,20,96,53.856,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN7_EN10_202603d_020913.txt,262144,10,3,,1,7,20,70,53.893,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN7_EN15_202603d_062034.txt,262144,15,3,,2,7,22,79,53.925,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN2_EN13_202603d_062505.txt,262144,13,3,,2,2,24,69,53.982,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN5_EN12_202603d_032306.txt,262144,12,3,,1,5,24,72,54.003,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN6_EN15_202603d_025031.txt,262144,15,3,,1,6,22,72,54.025,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN6_EN14_202603d_003904.txt,262144,14,3,,1,6,16,68,54.098,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN2_EN12_202603d_050400.txt,262144,12,3,,2,2,20,74,54.101,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN3_EN15_202603d_014722.txt,262144,15,3,,1,3,20,60,54.108,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN6_EN15_202603d_033316.txt,262144,15,3,,1,6,24,74,54.129,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN5_EN10_202603d_060230.txt,262144,10,3,,2,5,22,73,54.155,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN2_EN11_202603d_034156.txt,262144,11,3,,2,2,16,69,54.166,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN6_EN12_202603d_053120.txt,262144,12,3,,2,6,20,76,54.176,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN2_EN11_202603d_062249.txt,262144,11,3,,2,2,24,69,54.198,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN5_EN13_202603d_064447.txt,262144,13,3,,2,5,24,77,54.279,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN3_EN14_202603d_051315.txt,262144,14,3,,2,3,20,75,54.327,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN2_EN13_202603d_042538.txt,262144,13,3,,2,2,18,71,54.334,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN4_EN15_202603d_040100.txt,262144,15,3,,2,4,16,68,54.437,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN3_EN14_202603d_001736.txt,262144,14,3,,1,3,16,65,54.5,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN6_EN14_202603d_053331.txt,262144,14,3,,2,6,20,76,54.584,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN6_EN13_202603d_033103.txt,262144,13,3,,1,6,24,73,54.652,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN2_EN14_202603d_062611.txt,262144,14,3,,2,2,24,73,54.661,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN5_EN10_202603d_032055.txt,262144,10,3,,1,5,24,70,54.672,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN7_EN12_202603d_045728.txt,262144,12,3,,2,7,18,78,54.73,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD18_SN5_EN11_202603d_233506.txt,262144,11,1,,1,5,18,72,54.778,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN3_EN12_202603d_234337.txt,262144,12,1,,1,3,20,66,54.817,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN2_EN15_202603d_001152.txt,262144,15,3,,1,2,16,69,54.824,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN6_EN15_202603d_004017.txt,262144,15,3,,1,6,16,75,54.85,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN7_EN14_202603d_013048.txt,262144,14,3,,1,7,18,71,54.888,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN4_EN13_202603d_043922.txt,262144,13,3,,2,4,18,75,54.903,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN2_EN13_202603d_000938.txt,262144,13,3,,1,2,16,71,54.904,False
result_SN2_EN12_SLICE1_BEAM_WIDTH262144_THRESHOLD20_EVALUATION2_202603d_222950.txt,262144,12,2,,1,2,20,73,54.908,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN2_EN14_202603d_050616.txt,262144,14,3,,2,2,20,73,54.933,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN5_EN15_202603d_011816.txt,262144,15,3,,1,5,18,66,54.939,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN5_EN14_202603d_040640.txt,262144,14,3,,2,5,16,76,54.942,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN7_EN12_202603d_041739.txt,262144,12,3,,2,7,16,75,54.957,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN4_EN10_202603d_023055.txt,262144,10,3,,1,4,22,63,55.007,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN6_EN14_202603d_024922.txt,262144,14,3,,1,6,22,76,55.054,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD18_SN5_EN10_202603d_233352.txt,262144,10,1,,1,5,18,74,55.057,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN4_EN12_202603d_043814.txt,262144,12,3,,2,4,18,71,55.098,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN3_EN15_202603d_063404.txt,262144,15,3,,2,3,24,74,55.126,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN5_EN10_202603d_023758.txt,262144,10,3,,1,5,22,69,55.143,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN7_EN15_202603d_025657.txt,262144,15,3,,1,7,22,79,55.155,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN5_EN10_202603d_234831.txt,262144,10,1,,1,5,20,73,55.161,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN4_EN13_202603d_035846.txt,262144,13,3,,2,4,16,74,55.282,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN4_EN12_202603d_023315.txt,262144,12,3,,1,4,22,70,55.302,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN2_EN12_202603d_013549.txt,262144,12,3,,1,2,20,67,55.321,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN6_EN15_202603d_041432.txt,262144,15,3,,2,6,16,73,55.345,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD18_SN4_EN11_202603d_233138.txt,262144,11,1,,1,4,18,70,55.391,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN4_EN11_202603d_031451.txt,262144,11,3,,1,4,24,66,55.42,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN3_EN13_202603d_001623.txt,262144,13,3,,1,3,16,67,55.505,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN2_EN14_202603d_054654.txt,262144,14,3,,2,2,22,73,55.742,False
result_SN2_EN10_SLICE32_BEAM_WIDTH262144_THRESHOLD24_EVALUATION2_202603d_222114.txt,262144,10,2,,32,2,24,87,55.777,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN4_EN10_202603d_051536.txt,262144,10,3,,2,4,20,75,55.784,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN2_EN12_202603d_042429.txt,262144,12,3,,2,2,18,70,55.796,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN4_EN11_202603d_023204.txt,262144,11,3,,1,4,22,64,55.815,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN2_EN13_202603d_054544.txt,262144,13,3,,2,2,22,73,55.839,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN3_EN15_202603d_043454.txt,262144,15,3,,2,3,18,78,55.842,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN3_EN11_202603d_001408.txt,262144,11,3,,1,3,16,67,55.991,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN4_EN10_202603d_014830.txt,262144,10,3,,1,4,20,66,56.003,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN7_EN11_202603d_004232.txt,262144,11,3,,1,7,16,73,56.045,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN4_EN12_202603d_010641.txt,262144,12,3,,1,4,18,63,56.174,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN3_EN14_202603d_055340.txt,262144,14,3,,2,3,22,73,56.19,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN5_EN11_202603d_234943.txt,262144,11,1,,1,5,20,69,56.202,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN6_EN14_202603d_012349.txt,262144,14,3,,1,6,18,69,56.204,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN4_EN14_202603d_044029.txt,262144,14,3,,2,4,18,77,56.204,False
result_SN2_EN14_SLICE1_BEAM_WIDTH262144_THRESHOLD20_EVALUATION1_202603d_230224.txt,262144,14,1,,1,2,20,70,56.231,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN3_EN12_202603d_063034.txt,262144,12,3,,2,3,24,74,56.25,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN7_EN11_202603d_012722.txt,262144,11,3,,1,7,18,76,56.302,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN5_EN14_202603d_020033.txt,262144,14,3,,1,5,20,69,56.304,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN7_EN12_202603d_021124.txt,262144,12,3,,1,7,20,71,56.357,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN5_EN15_202603d_064702.txt,262144,15,3,,2,5,24,79,56.394,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN7_EN14_202603d_065849.txt,262144,14,3,,2,7,24,88,56.405,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN3_EN11_202603d_055016.txt,262144,11,3,,2,3,22,73,56.454,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN5_EN10_202603d_002720.txt,262144,10,3,,1,5,16,71,56.462,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN5_EN12_202603d_064338.txt,262144,12,3,,2,5,24,76,56.55,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN2_EN15_202603d_054804.txt,262144,15,3,,2,2,22,74,56.613,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN4_EN13_202603d_055909.txt,262144,13,3,,2,4,22,75,56.613,False
result_SN2_EN12_SLICE1_BEAM_WIDTH262144_THRESHOLD22_EVALUATION2_202603d_223215.txt,262144,12,2,,1,2,22,68,56.628,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN7_EN12_202603d_004341.txt,262144,12,3,,1,7,16,71,56.645,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN6_EN12_202603d_003651.txt,262144,12,3,,1,6,16,67,56.684,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD24_SN3_EN13_202603d_063145.txt,262144,13,3,,2,3,24,74,56.701,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN7_EN11_202603d_053645.txt,262144,11,3,,2,7,20,80,56.708,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN7_EN13_202603d_004452.txt,262144,13,3,,1,7,16,72,56.716,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN6_EN13_202603d_024810.txt,262144,13,3,,1,6,22,72,56.739,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN5_EN12_202603d_024018.txt,262144,12,3,,1,5,22,73,56.743,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN7_EN13_202603d_041846.txt,262144,13,3,,2,7,16,76,56.769,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN5_EN13_202603d_011547.txt,262144,13,3,,1,5,18,68,56.786,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN3_EN11_202603d_034918.txt,262144,11,3,,2,3,16,71,56.822,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN3_EN10_202603d_042909.txt,262144,10,3,,2,3,18,73,56.986,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD18_SN2_EN12_202603d_232546.txt,262144,12,1,,1,2,18,71,57.054,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN3_EN10_202603d_005554.txt,262144,10,3,,1,3,18,68,57.119,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN3_EN12_202603d_051054.txt,262144,12,3,,2,3,20,75,57.18,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN4_EN12_202603d_031603.txt,262144,12,3,,1,4,24,71,57.185,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN2_EN12_202603d_034305.txt,262144,12,3,,2,2,16,71,57.211,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN4_EN12_202603d_002223.txt,262144,12,3,,1,4,16,75,57.284,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN7_EN14_202603d_004602.txt,262144,14,3,,1,7,16,73,57.385,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN4_EN14_202603d_023534.txt,262144,14,3,,1,4,22,69,57.409,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN4_EN14_202603d_015326.txt,262144,14,3,,1,4,20,69,57.597,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN2_EN12_202603d_021820.txt,262144,12,3,,1,2,22,66,57.667,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN4_EN10_202603d_002001.txt,262144,10,3,,1,4,16,68,57.674,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN3_EN10_202603d_022319.txt,262144,10,3,,1,3,22,66,57.693,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN4_EN15_202603d_023646.txt,262144,15,3,,1,4,22,68,57.74,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN6_EN14_202603d_045312.txt,262144,14,3,,2,6,18,78,57.806,False
