Filename,P_BEAM_WIDTH,P_EN,P_EVALUATION,P_QUEUE_SIZE,P_SLICE,P_SN,P_THRESHOLD,Result Size,Execution Time (sec),Used pmode=2
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN2_EN14_202603d_034532.txt,262144,14,3,,2,2,16,73,57.809,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN6_EN14_202603d_020656.txt,262144,14,3,,1,6,20,74,57.821,False
result_SN2_EN12_SLICE1_BEAM_WIDTH262144_THRESHOLD24_EVALUATION1_202603d_223325.txt,262144,12,1,,1,2,24,67,57.823,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN3_EN14_202603d_014609.txt,262144,14,3,,1,3,20,66,57.83,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN3_EN10_202603d_234112.txt,262144,10,1,,1,3,20,69,57.9,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN4_EN14_202603d_002452.txt,262144,14,3,,1,4,16,68,58.055,False
result_SN2_EN12_SLICE64_BEAM_WIDTH262144_THRESHOLD24_EVALUATION1_202603d_230004.txt,262144,12,1,,64,2,24,88,58.072,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN2_EN14_202603d_022051.txt,262144,14,3,,1,2,22,66,58.178,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN3_EN14_202603d_035301.txt,262144,14,3,,2,3,16,77,58.19,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN2_EN15_202603d_050726.txt,262144,15,3,,2,2,20,72,58.253,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN5_EN14_202603d_003204.txt,262144,14,3,,1,5,16,71,58.342,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN5_EN11_202603d_060339.txt,262144,11,3,,2,5,22,79,58.374,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN2_EN12_202603d_054432.txt,262144,12,3,,2,2,22,75,58.431,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN4_EN11_202603d_010529.txt,262144,11,3,,1,4,18,69,58.469,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN3_EN12_202603d_043127.txt,262144,12,3,,2,3,18,72,58.557,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN3_EN13_202603d_022706.txt,262144,13,3,,1,3,22,64,58.577,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN4_EN15_202603d_015436.txt,262144,15,3,,1,4,20,65,58.598,False
result_SN2_EN14_SLICE1_BEAM_WIDTH262144_THRESHOLD20_EVALUATION2_202603d_230337.txt,262144,14,2,,1,2,20,67,58.614,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN4_EN10_202603d_031338.txt,262144,10,3,,1,4,24,68,58.641,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN6_EN10_202603d_003422.txt,262144,10,3,,1,6,16,76,58.643,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN5_EN15_202603d_032635.txt,262144,15,3,,1,5,24,70,58.714,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN2_EN10_202603d_034040.txt,262144,10,3,,2,2,16,73,58.806,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN2_EN10_202603d_004821.txt,262144,10,3,,1,2,18,68,58.824,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN6_EN14_202603d_061313.txt,262144,14,3,,2,6,22,85,58.867,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN3_EN11_202603d_022433.txt,262144,11,3,,1,3,22,66,58.917,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN4_EN12_202603d_051751.txt,262144,12,3,,2,4,20,79,58.961,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN5_EN10_202603d_015547.txt,262144,10,3,,1,5,20,74,58.969,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD18_SN4_EN10_202603d_233026.txt,262144,10,1,,1,4,18,80,59.122,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN2_EN12_202603d_005049.txt,262144,12,3,,1,2,18,65,59.133,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN5_EN12_202603d_044441.txt,262144,12,3,,2,5,18,81,59.218,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN2_EN15_202603d_022204.txt,262144,15,3,,1,2,22,71,59.224,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN2_EN15_202603d_034644.txt,262144,15,3,,2,2,16,74,59.268,False
result_SN2_EN12_SLICE32_BEAM_WIDTH262144_THRESHOLD22_EVALUATION2_202603d_225216.txt,262144,12,2,,32,2,22,93,59.302,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN4_EN15_202603d_002606.txt,262144,15,3,,1,4,16,67,59.333,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN5_EN11_202603d_002831.txt,262144,11,3,,1,5,16,71,59.417,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN2_EN10_202603d_054214.txt,262144,10,3,,2,2,22,74,59.43,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN2_EN15_202603d_013952.txt,262144,15,3,,1,2,20,73,59.475,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD22_SN3_EN13_202603d_055226.txt,262144,13,3,,2,3,22,82,59.517,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN3_EN11_202603d_014223.txt,262144,11,3,,1,3,20,70,59.547,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN3_EN10_202603d_030604.txt,262144,10,3,,1,3,24,71,59.757,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN2_EN14_202603d_005324.txt,262144,14,3,,1,2,18,68,59.778,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN2_EN12_202603d_233959.txt,262144,12,1,,1,2,20,69,59.802,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN4_EN13_202603d_031712.txt,262144,13,3,,1,4,24,71,60.218,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN3_EN15_202603d_001843.txt,262144,15,3,,1,3,16,68,60.225,False
result_SN2_EN12_SLICE1_BEAM_WIDTH262144_THRESHOLD22_EVALUATION1_202603d_223059.txt,262144,12,1,,1,2,22,70,60.69,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN2_EN13_202603d_030159.txt,262144,13,3,,1,2,24,69,61.232,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN2_EN11_202603d_021706.txt,262144,11,3,,1,2,22,70,61.308,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN2_EN10_202603d_233715.txt,262144,10,1,,1,2,20,66,61.403,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD18_SN2_EN14_202603d_042646.txt,262144,14,3,,2,2,18,80,61.51,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN4_EN13_202603d_002336.txt,262144,13,3,,1,4,16,69,61.714,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN5_EN14_202603d_052650.txt,262144,14,3,,2,5,20,83,61.835,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN3_EN10_202603d_014107.txt,262144,10,3,,1,3,20,75,61.854,False
result_SN2_EN12_SLICE1_BEAM_WIDTH262144_THRESHOLD24_EVALUATION2_202603d_223434.txt,262144,12,2,,1,2,24,69,61.917,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD20_SN3_EN15_202603d_051422.txt,262144,15,3,,2,3,20,82,61.934,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN6_EN11_202603d_003535.txt,262144,11,3,,1,6,16,76,62.045,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN5_EN14_202603d_011658.txt,262144,14,3,,1,5,18,73,62.062,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN5_EN14_202603d_024235.txt,262144,14,3,,1,5,22,79,62.071,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN5_EN10_202603d_011206.txt,262144,10,3,,1,5,18,75,62.19,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN3_EN11_202603d_234222.txt,262144,11,1,,1,3,20,72,62.254,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN3_EN12_202603d_014335.txt,262144,12,3,,1,3,20,70,62.284,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN2_EN10_202603d_021546.txt,262144,10,3,,1,2,22,72,62.436,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN2_EN13_202603d_034415.txt,262144,13,3,,2,2,16,74,62.564,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN7_EN13_202603d_012932.txt,262144,13,3,,1,7,18,83,62.834,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN2_EN10_202603d_025805.txt,262144,10,3,,1,2,24,73,63.012,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN3_EN12_202603d_030825.txt,262144,12,3,,1,3,24,68,63.042,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD22_SN2_EN10_202603d_235208.txt,262144,10,1,,1,2,22,70,63.102,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN4_EN11_202603d_014940.txt,262144,11,3,,1,4,20,72,63.146,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN2_EN11_202603d_004935.txt,262144,11,3,,1,2,18,68,63.165,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN3_EN14_202603d_022817.txt,262144,14,3,,1,3,22,67,63.296,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN6_EN15_202603d_012459.txt,262144,15,3,,1,6,18,74,63.309,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN3_EN13_202603d_030942.txt,262144,13,3,,1,3,24,69,63.744,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN2_EN15_202603d_005436.txt,262144,15,3,,1,2,18,72,63.839,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN3_EN15_202603d_022935.txt,262144,15,3,,1,3,22,70,64.111,False
result_SN2_EN14_SLICE1_BEAM_WIDTH262144_THRESHOLD22_EVALUATION1_202603d_230449.txt,262144,14,1,,1,2,22,69,64.218,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN5_EN14_202603d_032517.txt,262144,14,3,,1,5,24,78,64.32,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD16_SN5_EN13_202603d_003045.txt,262144,13,3,,1,5,16,75,64.591,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN4_EN10_202603d_010410.txt,262144,10,3,,1,4,18,74,64.595,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN4_EN12_202603d_234710.txt,262144,12,1,,1,4,20,72,64.682,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN3_EN14_202603d_031058.txt,262144,14,3,,1,3,24,68,64.728,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN2_EN13_202603d_021933.txt,262144,13,3,,1,2,22,73,64.759,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN4_EN14_202603d_031830.txt,262144,14,3,,1,4,24,75,64.824,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN3_EN12_202603d_005827.txt,262144,12,3,,1,3,18,71,64.934,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN2_EN13_202603d_005204.txt,262144,13,3,,1,2,18,75,65.104,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN2_EN11_202603d_025921.txt,262144,11,3,,1,2,24,75,65.28,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN3_EN13_202603d_014450.txt,262144,13,3,,1,3,20,67,65.405,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN5_EN12_202603d_011426.txt,262144,12,3,,1,5,18,80,65.592,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN4_EN14_202603d_010915.txt,262144,14,3,,1,4,18,77,65.623,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN2_EN12_202603d_030041.txt,262144,12,3,,1,2,24,74,65.689,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN2_EN11_202603d_013427.txt,262144,11,3,,1,2,20,73,65.83,False
result_BEAM_WIDTH262144_SLICE1_THRESHOLD20_SN2_EN10_EVALUATION1_202603d_000057.txt,262144,10,1,,1,2,20,73,66.216,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN2_EN13_202603d_013659.txt,262144,13,3,,1,2,20,72,66.309,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD22_SN3_EN10_202603d_235631.txt,262144,10,1,,1,3,22,65,66.314,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN5_EN12_202603d_040415.txt,262144,12,3,,2,5,16,88,66.398,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN3_EN10_202603d_034759.txt,262144,10,3,,2,3,16,82,66.406,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN2_EN14_202603d_030318.txt,262144,14,3,,1,2,24,76,66.635,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN5_EN11_202603d_015700.txt,262144,11,3,,1,5,20,81,66.759,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN4_EN10_202603d_234444.txt,262144,10,1,,1,4,20,76,67.092,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN4_EN13_202603d_015203.txt,262144,13,3,,1,4,20,74,67.638,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN3_EN14_202603d_010114.txt,262144,14,3,,1,3,18,72,67.935,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN3_EN15_202603d_031217.txt,262144,15,3,,1,3,24,69,68.21,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD24_SN2_EN15_202603d_030439.txt,262144,15,3,,1,2,24,76,68.252,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN3_EN11_202603d_005706.txt,262144,11,3,,1,3,18,77,68.595,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD22_SN3_EN12_202603d_022544.txt,262144,12,3,,1,3,22,72,68.641,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN2_EN10_202603d_013303.txt,262144,10,3,,1,2,20,69,69.328,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN4_EN13_202603d_010752.txt,262144,13,3,,1,4,18,72,69.397,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD18_SN3_EN10_202603d_232654.txt,262144,10,1,,1,3,18,86,69.409,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD22_SN2_EN11_202603d_235328.txt,262144,11,1,,1,2,22,71,70.244,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD22_SN3_EN11_202603d_235754.txt,262144,11,1,,1,3,22,83,70.975,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD20_SN2_EN11_202603d_233828.txt,262144,11,1,,1,2,20,80,71.466,False
result_SN2_EN12_SLICE2_BEAM_WIDTH262144_THRESHOLD24_EVALUATION2_202603d_224104.txt,262144,12,2,,2,2,24,98,72.674,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN3_EN12_202603d_035030.txt,262144,12,3,,2,3,16,94,72.801,False
result_SN2_EN12_SLICE64_BEAM_WIDTH262144_THRESHOLD22_EVALUATION2_202603d_225834.txt,262144,12,2,,64,2,22,116,74.078,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE2_THRESHOLD16_SN5_EN15_202603d_040748.txt,262144,15,3,,2,5,16,96,74.732,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD22_SN3_EN12_202603d_235923.txt,262144,12,1,,1,3,22,79,75.046,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN3_EN13_202603d_005945.txt,262144,13,3,,1,3,18,68,75.274,False
result_SN2_EN10_SLICE1_THRESHOLD20_EVALUATION2_BEAM_WIDTH262144_QUEUE_SIZE4194304_202603d_231208.txt,262144,10,2,4194304,1,2,20,66,77.242,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN4_EN15_202603d_011033.txt,262144,15,3,,1,4,18,91,78.977,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD20_SN2_EN14_202603d_013818.txt,262144,14,3,,1,2,20,84,80.078,False
result_BEAM_WIDTH262144_EVALUATION3_SLICE1_THRESHOLD18_SN3_EN15_202603d_010235.txt,262144,15,3,,1,3,18,92,80.989,False
result_BEAM_WIDTH262144_SLICE1_EVALUATION1_THRESHOLD22_SN2_EN12_202603d_235454.txt,262144,12,1,,1,2,22,75,82.369,False
result_SN2_EN10_SLICE1_THRESHOLD20_EVALUATION1_BEAM_WIDTH262144_QUEUE_SIZE4194304_202603d_230653.txt,262144,10,1,4194304,1,2,20,70,84.463,False
result_SN2_EN10_SLICE1_THRESHOLD20_EVALUATION1_BEAM_WIDTH524288_QUEUE_SIZE4194304_202603d_230836.txt,524288,10,1,4194304,1,2,20,78,193.566,False
result_SN4_EN10_SLICE1_BEAM_WIDTH262144_THRESHOLD22_202603d_210506.txt,262144,10,,,1,4,22,69,277.134,True
result_SN4_EN10_SLICE1_BEAM_WIDTH16384_THRESHOLD22_202603d_211001.txt,16384,10,,,1,4,22,70,290.978,True
result_SN4_EN10_SLICE2_BEAM_WIDTH262144_THRESHOLD22_202603d_211512.txt,262144,10,,,2,4,22,71,342.478,True
